metric,sn,scan_id,scan_processed_date,mean,median,min,max
Core Area (mm²),LH1T-92,2379,2/2/2024 11:52,12.409,12.41681,12.33289,12.49575
Anode Overhang (All) (mm),LH1T-92,2379,2/2/2024 11:52,0.559,0.5636,0.3772,0.73873
Cathode Width (mm),LH1T-92,2379,2/2/2024 11:52,64.048,64.05848,63.878,64.17323
Core Area (mm²),LH1T-93,2380,2/2/2024 12:01,12.427,12.42703,12.38937,12.4632
Anode Overhang (All) (mm),LH1T-93,2380,2/2/2024 12:01,0.559,0.56622,0.39394,0.72235
Cathode Width (mm),LH1T-93,2380,2/2/2024 12:01,64.031,64.0421,63.8617,64.14043
Anode Overhang (All) (mm),LH1T-94,2381,2/2/2024 12:10,0.567,0.56622,0.4428,0.68958
Cathode Width (mm),LH1T-94,2381,2/2/2024 12:10,64.027,64.042,63.878,64.14048
Core Area (mm²),LH1T-94,2381,2/2/2024 12:10,12.687,12.68846,12.57254,12.81742
Core Area (mm²),LH1T-95,2383,2/2/2024 12:20,12.453,12.45379,12.40497,12.51498
Anode Overhang (All) (mm),LH1T-95,2383,2/2/2024 12:20,0.563,0.56145,0.3772,0.73873
Cathode Width (mm),LH1T-95,2383,2/2/2024 12:20,64.048,64.07488,63.89443,64.17321
Core Area (mm²),LH1T-96,2384,2/2/2024 12:29,12.568,12.56675,12.52412,12.60723
Anode Overhang (All) (mm),LH1T-96,2384,2/2/2024 12:29,0.56,0.5636,0.46037,0.65927
Cathode Width (mm),LH1T-96,2384,2/2/2024 12:29,64.034,64.05853,63.86163,64.1569
Core Area (mm²),LH1T-97,2385,2/2/2024 12:39,12.581,12.58101,12.51968,12.64462
Anode Overhang (All) (mm),LH1T-97,2385,2/2/2024 12:39,0.566,0.55977,0.41,0.72235
Cathode Width (mm),LH1T-97,2385,2/2/2024 12:39,64.025,64.04202,63.878,64.14048
Core Area (mm²),LH1T-98,2389,2/2/2024 12:48,12.705,12.70836,12.63466,12.80034
Anode Overhang (All) (mm),LH1T-98,2389,2/2/2024 12:48,0.568,0.57983,0.328,0.80377
Cathode Width (mm),LH1T-98,2389,2/2/2024 12:48,64.027,64.04203,63.878,64.14048
Core Area (mm²),LH1T-99,2390,2/2/2024 12:57,12.764,12.76699,12.6461,12.87902
Anode Overhang (All) (mm),LH1T-99,2390,2/2/2024 12:57,0.56,0.54738,0.4592,0.65682
Cathode Width (mm),LH1T-99,2390,2/2/2024 12:57,64.028,64.04201,63.8944,64.14048
Core Area (mm²),LH1T-100,2391,2/2/2024 13:07,12.591,12.59136,12.50651,12.69357
Anode Overhang (All) (mm),LH1T-100,2391,2/2/2024 13:07,0.565,0.57423,0.3772,0.7715
Cathode Width (mm),LH1T-100,2391,2/2/2024 13:07,64.022,64.02577,63.86161,64.14061
Core Area (mm²),LH1T-101,2392,2/2/2024 13:16,12.462,12.46307,12.4164,12.533
Anode Overhang (All) (mm),LH1T-101,2392,2/2/2024 13:16,0.582,0.5904,0.4264,0.73964
Cathode Width (mm),LH1T-101,2392,2/2/2024 13:16,64.035,64.05843,63.91116,64.14061
Core Area (mm²),LH1T-102,2393,2/2/2024 13:25,12.483,12.46912,12.42689,12.59338
Anode Overhang (All) (mm),LH1T-102,2393,2/2/2024 13:25,0.561,0.55784,0.5084,0.62514
Cathode Width (mm),LH1T-102,2393,2/2/2024 13:25,64.067,64.1076,63.87801,64.18968
Core Area (mm²),LH1T-103,2436,2/2/2024 13:49,12.377,12.37942,12.33585,12.41304
Anode Overhang (All) (mm),LH1T-103,2436,2/2/2024 13:49,0.582,0.5904,0.42672,0.73873
Cathode Width (mm),LH1T-103,2436,2/2/2024 13:49,64.035,64.05842,63.8944,64.15705
Core Area (mm²),LH1T-104,2437,2/2/2024 14:49,12.294,12.29833,12.23781,12.36718
Anode Overhang (All) (mm),LH1T-104,2437,2/2/2024 14:49,0.583,0.5904,0.5084,0.65682
Cathode Width (mm),LH1T-104,2437,2/2/2024 14:49,64.025,64.042,63.878,64.15682
Core Area (mm²),LH1T-105,2438,2/2/2024 14:58,12.33,12.34553,12.23149,12.45164
Anode Overhang (All) (mm),LH1T-105,2438,2/2/2024 14:58,0.56,0.5576,0.3116,0.82016
Cathode Width (mm),LH1T-105,2438,2/2/2024 14:58,64.033,64.04221,63.87802,64.17345
Anode Overhang (All) (mm),LH1T-106,2439,2/2/2024 15:07,0.557,0.54219,0.4428,0.6742
Cathode Width (mm),LH1T-106,2439,2/2/2024 15:07,64.046,64.05861,63.87801,64.18985
Core Area (mm²),LH1T-106,2439,2/2/2024 15:07,12.307,12.30344,12.25153,12.35723
Core Area (mm²),LH1T-107,2440,2/2/2024 15:16,12.323,12.32442,12.2709,12.37673
Anode Overhang (All) (mm),LH1T-107,2440,2/2/2024 15:16,0.568,0.57423,0.3936,0.73873
Cathode Width (mm),LH1T-107,2440,2/2/2024 15:16,64.034,64.0421,63.8616,64.15701
Core Area (mm²),LH1T-108,2441,2/2/2024 15:26,12.464,12.46616,12.41909,12.51054
Anode Overhang (All) (mm),LH1T-108,2441,2/2/2024 15:26,0.559,0.5693,0.31546,0.80427
Cathode Width (mm),LH1T-108,2441,2/2/2024 15:26,64.016,64.02593,63.8783,64.14061
Core Area (mm²),LH1T-109,2442,2/2/2024 15:35,12.394,12.4008,12.31864,12.44451
Anode Overhang (All) (mm),LH1T-109,2442,2/2/2024 15:35,0.554,0.55784,0.41,0.68958
Cathode Width (mm),LH1T-109,2442,2/2/2024 15:35,64.039,64.05842,63.8944,64.15705
Core Area (mm²),LH1T-110,2443,2/2/2024 15:45,12.219,12.23486,12.11651,12.30223
Anode Overhang (All) (mm),LH1T-110,2443,2/2/2024 15:45,0.55,0.55856,0.3772,0.73873
Cathode Width (mm),LH1T-110,2443,2/2/2024 15:45,64.041,64.05861,63.8616,64.15705
Core Area (mm²),LH1T-111,2444,2/2/2024 15:54,12.411,12.41129,12.35696,12.44814
Anode Overhang (All) (mm),LH1T-111,2444,2/2/2024 15:54,0.566,0.57423,0.41,0.72328
Cathode Width (mm),LH1T-111,2444,2/2/2024 15:54,64.042,64.05887,63.89465,64.17328
Core Area (mm²),LH1T-112,2445,2/2/2024 16:04,12.335,12.34378,12.23365,12.42057
Anode Overhang (All) (mm),LH1T-112,2445,2/2/2024 16:04,0.564,0.55784,0.328,0.80427
Cathode Width (mm),LH1T-112,2445,2/2/2024 16:04,64.036,64.05842,63.86163,64.15688
Core Area (mm²),LH1T-113,2446,2/2/2024 16:13,12.294,12.3064,12.166,12.42999
Anode Overhang (All) (mm),LH1T-113,2446,2/2/2024 16:13,0.565,0.57423,0.3116,0.82066
Cathode Width (mm),LH1T-113,2446,2/2/2024 16:13,64.036,64.05843,63.86162,64.15697
Core Area (mm²),LH1T-114,2447,2/2/2024 16:23,12.317,12.31877,12.25288,12.42259
Anode Overhang (All) (mm),LH1T-114,2447,2/2/2024 16:23,0.541,0.5412,0.43421,0.64044
Cathode Width (mm),LH1T-114,2447,2/2/2024 16:23,64.023,64.042,63.878,64.15697
Anode Overhang (All) (mm),LH1T-115,2448,2/2/2024 16:32,0.553,0.54145,0.43142,0.67559
Cathode Width (mm),LH1T-115,2448,2/2/2024 16:32,64.039,64.05857,63.8944,64.1569
Core Area (mm²),LH1T-115,2448,2/2/2024 16:32,12.359,12.36046,12.32348,12.38736
Core Area (mm²),LH1T-116,2449,2/4/2024 16:46,12.412,12.42649,12.29524,12.53475
Anode Overhang (All) (mm),LH1T-116,2449,2/4/2024 16:46,0.546,0.54145,0.3772,0.72179
Cathode Width (mm),LH1T-116,2449,2/4/2024 16:46,64.024,64.04213,63.87803,64.14057
Core Area (mm²),LH1T-117,2450,2/4/2024 16:56,12.284,12.29067,12.19007,12.38884
Anode Overhang (All) (mm),LH1T-117,2450,2/4/2024 16:56,0.561,0.5636,0.3608,0.75511
Cathode Width (mm),LH1T-117,2450,2/4/2024 16:56,64.029,64.04203,63.87801,64.15683
Core Area (mm²),LH1T-118,2451,2/4/2024 17:05,12.227,12.2401,12.09755,12.33545
Anode Overhang (All) (mm),LH1T-118,2451,2/4/2024 17:05,0.548,0.55324,0.4428,0.6732
Cathode Width (mm),LH1T-118,2451,2/4/2024 17:05,64.107,64.1404,63.89441,64.2061
Anode Overhang (All) (mm),LH1T-119,2452,2/4/2024 17:14,0.565,0.57341,0.44552,0.6732
Cathode Width (mm),LH1T-119,2452,2/4/2024 17:14,64.027,64.0584,63.8616,64.14043
Core Area (mm²),LH1T-119,2452,2/4/2024 17:14,12.479,12.48808,12.4121,12.54429
Core Area (mm²),LH1T-120,2453,2/4/2024 17:23,12.397,12.40255,12.33168,12.44774
Anode Overhang (All) (mm),LH1T-120,2453,2/4/2024 17:23,0.546,0.5576,0.43142,0.66334
Cathode Width (mm),LH1T-120,2453,2/4/2024 17:23,64.034,64.04205,63.878,64.15683
Core Area (mm²),LH1T-121,2454,2/4/2024 17:32,12.35,12.35871,12.25382,12.41735
Anode Overhang (All) (mm),LH1T-121,2454,2/4/2024 17:32,0.56,0.55784,0.41,0.70691
Cathode Width (mm),LH1T-121,2454,2/4/2024 17:32,64.027,64.04221,63.878,64.15683
Core Area (mm²),LH1T-122,2455,2/4/2024 17:42,12.306,12.32603,12.17703,12.38682
Anode Overhang (All) (mm),LH1T-122,2455,2/4/2024 17:42,0.57,0.574,0.4428,0.68958
Cathode Width (mm),LH1T-122,2455,2/4/2024 17:42,64.043,64.05878,63.87801,64.17341
Core Area (mm²),LH1T-123,2456,2/4/2024 17:51,12.323,12.32025,12.26928,12.43644
Anode Overhang (All) (mm),LH1T-123,2456,2/4/2024 17:51,0.55,0.54343,0.34382,0.75458
Cathode Width (mm),LH1T-123,2456,2/4/2024 17:51,64.029,64.04203,63.84525,64.14045
Core Area (mm²),LH1T-124,2457,2/4/2024 18:00,12.303,12.30465,12.2713,12.34768
Anode Overhang (All) (mm),LH1T-124,2457,2/4/2024 18:00,0.59,0.59063,0.492,0.69055
Cathode Width (mm),LH1T-124,2457,2/4/2024 18:00,64.028,64.04213,63.8783,64.14075
Core Area (mm²),LH1T-125,2458,2/4/2024 18:09,12.387,12.3848,12.34943,12.43684
Anode Overhang (All) (mm),LH1T-125,2458,2/4/2024 18:09,0.558,0.574,0.4498,0.6562
Cathode Width (mm),LH1T-125,2458,2/4/2024 18:09,64.019,64.042,63.86173,64.15682
Core Area (mm²),LH1T-126,2459,2/4/2024 18:19,12.373,12.37418,12.32792,12.43927
Anode Overhang (All) (mm),LH1T-126,2459,2/4/2024 18:19,0.567,0.55784,0.39394,0.74254
Cathode Width (mm),LH1T-126,2459,2/4/2024 18:19,64.038,64.05841,63.87801,64.17322
Anode Overhang (All) (mm),LH1T-127,2460,2/4/2024 18:28,0.548,0.5576,0.3444,0.77237
Cathode Width (mm),LH1T-127,2460,2/4/2024 18:28,64.032,64.04205,63.8616,64.14053
Core Area (mm²),LH1T-127,2460,2/4/2024 18:28,12.307,12.31393,12.19357,12.38211
Core Area (mm²),LH1T-128,2461,2/4/2024 18:37,12.422,12.42219,12.36557,12.51915
Anode Overhang (All) (mm),LH1T-128,2461,2/4/2024 18:37,0.587,0.59131,0.4756,0.70995
Cathode Width (mm),LH1T-128,2461,2/4/2024 18:37,64.036,64.05842,63.8288,64.1405
Core Area (mm²),LH1T-129,2462,2/4/2024 18:46,12.375,12.37418,12.3341,12.46993
Anode Overhang (All) (mm),LH1T-129,2462,2/4/2024 18:46,0.551,0.55856,0.246,0.82066
Cathode Width (mm),LH1T-129,2462,2/4/2024 18:46,64.07,64.07485,63.9108,64.2225
Core Area (mm²),LH1T-130,2463,2/4/2024 18:55,12.324,12.32563,12.26686,12.38978
Anode Overhang (All) (mm),LH1T-130,2463,2/4/2024 18:55,0.535,0.54145,0.3116,0.7715
Cathode Width (mm),LH1T-130,2463,2/4/2024 18:55,64.056,64.0748,63.94363,64.15685
Core Area (mm²),LH1T-131,2464,2/4/2024 19:05,12.44,12.4554,12.33948,12.50503
Anode Overhang (All) (mm),LH1T-131,2464,2/4/2024 19:05,0.553,0.5576,0.3444,0.7715
Cathode Width (mm),LH1T-131,2464,2/4/2024 19:05,64.097,64.12402,63.9436,64.2063
Core Area (mm²),LH1T-132,2465,2/4/2024 19:14,12.284,12.28219,12.20204,12.37095
Anode Overhang (All) (mm),LH1T-132,2465,2/4/2024 19:14,0.562,0.55977,0.42766,0.69055
Cathode Width (mm),LH1T-132,2465,2/4/2024 19:14,64.022,64.042,63.89441,64.14053
Core Area (mm²),LH1T-133,2466,2/4/2024 19:23,12.338,12.34715,12.25503,12.42474
Anode Overhang (All) (mm),LH1T-133,2466,2/4/2024 19:23,0.547,0.54145,0.4536,0.65682
Cathode Width (mm),LH1T-133,2466,2/4/2024 19:23,64.023,64.04203,63.8616,64.14057
Core Area (mm²),LH1T-134,2467,2/4/2024 19:32,12.267,12.26673,12.22074,12.31272
Anode Overhang (All) (mm),LH1T-134,2467,2/4/2024 19:32,0.569,0.57494,0.3936,0.73964
Cathode Width (mm),LH1T-134,2467,2/4/2024 19:32,64.044,64.05865,63.8616,64.17355
Core Area (mm²),LH1T-135,2468,2/4/2024 19:42,12.373,12.38722,12.30183,12.43994
Anode Overhang (All) (mm),LH1T-135,2468,2/4/2024 19:42,0.559,0.57423,0.3608,0.75511
Cathode Width (mm),LH1T-135,2468,2/4/2024 19:42,64.03,64.0584,63.8616,64.15688
Core Area (mm²),LH1T-136,2469,2/4/2024 19:51,12.323,12.322,12.26538,12.36813
Anode Overhang (All) (mm),LH1T-136,2469,2/4/2024 19:51,0.56,0.55784,0.32238,0.8051
Cathode Width (mm),LH1T-136,2469,2/4/2024 19:51,64.033,64.04221,63.86161,64.17322
Anode Overhang (All) (mm),LH1T-137,2470,2/4/2024 20:00,0.554,0.56145,0.2624,0.85343
Cathode Width (mm),LH1T-137,2470,2/4/2024 20:00,64.034,64.0584,63.89442,64.1569
Core Area (mm²),LH1T-137,2470,2/4/2024 20:00,12.414,12.41412,12.35858,12.47558
Core Area (mm²),LH1T-138,2471,2/4/2024 20:09,12.392,12.40054,12.30371,12.44384
Anode Overhang (All) (mm),LH1T-138,2471,2/4/2024 20:09,0.569,0.56145,0.3444,0.78874
Cathode Width (mm),LH1T-138,2471,2/4/2024 20:09,64.098,64.124,63.8944,64.22241
Core Area (mm²),LH1T-139,2472,2/4/2024 20:18,12.531,12.52896,12.5014,12.57428
Anode Overhang (All) (mm),LH1T-139,2472,2/4/2024 20:18,0.576,0.5904,0.41,0.73873
Cathode Width (mm),LH1T-139,2472,2/4/2024 20:18,64.039,64.07482,63.87884,64.1733
Core Area (mm²),LH1T-140,2473,2/4/2024 20:28,12.28,12.2826,12.23943,12.31917
Anode Overhang (All) (mm),LH1T-140,2473,2/4/2024 20:28,0.575,0.57423,0.4756,0.6732
Cathode Width (mm),LH1T-140,2473,2/4/2024 20:28,64.052,64.0585,63.878,64.1733
Core Area (mm²),LH1T-141,2474,2/5/2024 10:46,12.333,12.345,12.24817,12.38655
Anode Overhang (All) (mm),LH1T-141,2474,2/5/2024 10:46,0.57,0.57423,0.4592,0.6732
Cathode Width (mm),LH1T-141,2474,2/5/2024 10:46,64.04,64.05842,63.878,64.17355
Core Area (mm²),LH1T-142,2475,2/4/2024 20:40,12.358,12.36866,12.25987,12.47141
Anode Overhang (All) (mm),LH1T-142,2475,2/4/2024 20:40,0.56,0.56145,0.3772,0.73964
Cathode Width (mm),LH1T-142,2475,2/4/2024 20:40,64.036,64.04205,63.878,64.17325
Core Area (mm²),LH1T-143,2476,2/4/2024 20:49,12.525,12.52708,12.47181,12.57536
Anode Overhang (All) (mm),LH1T-143,2476,2/4/2024 20:49,0.563,0.574,0.4592,0.6732
Cathode Width (mm),LH1T-143,2476,2/4/2024 20:49,64.137,64.1569,63.94362,64.27168
Core Area (mm²),LH1T-144,2477,2/4/2024 20:58,12.311,12.31837,12.24091,12.35441
Anode Overhang (All) (mm),LH1T-144,2477,2/4/2024 20:58,0.559,0.55784,0.4264,0.69366
Cathode Width (mm),LH1T-144,2477,2/4/2024 20:58,64.039,64.05865,63.89445,64.1732
Core Area (mm²),LH1T-145,2478,2/4/2024 21:07,12.303,12.30277,12.26148,12.34809
Anode Overhang (All) (mm),LH1T-145,2478,2/4/2024 21:07,0.553,0.54145,0.41521,0.68958
Cathode Width (mm),LH1T-145,2478,2/4/2024 21:07,64.042,64.05842,63.86165,64.1733
Core Area (mm²),LH1T-146,2479,2/4/2024 21:17,12.3,12.31138,12.21522,12.39031
Anode Overhang (All) (mm),LH1T-146,2479,2/4/2024 21:17,0.554,0.55784,0.45744,0.64982
Cathode Width (mm),LH1T-146,2479,2/4/2024 21:17,64.031,64.04213,63.87805,64.15727
Core Area (mm²),LH1T-147,2480,2/4/2024 21:26,12.409,12.41143,12.31864,12.49844
Anode Overhang (All) (mm),LH1T-147,2480,2/4/2024 21:26,0.572,0.57423,0.4756,0.67559
Cathode Width (mm),LH1T-147,2480,2/4/2024 21:26,64.044,64.0587,63.84525,64.1733
Core Area (mm²),LH1T-148,2481,2/4/2024 21:35,12.402,12.40094,12.36221,12.44693
Anode Overhang (All) (mm),LH1T-148,2481,2/4/2024 21:35,0.587,0.5904,0.4428,0.72458
Cathode Width (mm),LH1T-148,2481,2/4/2024 21:35,64.085,64.1077,63.9436,64.20605
Core Area (mm²),LH1T-149,2482,2/4/2024 21:44,12.368,12.37606,12.30855,12.42178
Anode Overhang (All) (mm),LH1T-149,2482,2/4/2024 21:44,0.562,0.55784,0.34479,0.78874
Cathode Width (mm),LH1T-149,2482,2/4/2024 21:44,64.041,64.05845,63.878,64.15693
Core Area (mm²),LH1T-150,2483,2/4/2024 21:54,12.333,12.33572,12.283,12.37229
Anode Overhang (All) (mm),LH1T-150,2483,2/4/2024 21:54,0.557,0.55784,0.4592,0.64044
Cathode Width (mm),LH1T-150,2483,2/4/2024 21:54,64.05,64.0749,63.87808,64.18977
Anode Overhang (All) (mm),LH1T-151,2484,2/4/2024 22:03,0.553,0.5576,0.44067,0.65682
Cathode Width (mm),LH1T-151,2484,2/4/2024 22:03,64.041,64.05853,63.86162,64.17341
Core Area (mm²),LH1T-151,2484,2/4/2024 22:03,12.347,12.35024,12.29214,12.40228
Core Area (mm²),LH1T-152,2485,2/4/2024 22:12,12.428,12.43187,12.35764,12.4741
Anode Overhang (All) (mm),LH1T-152,2485,2/4/2024 22:12,0.548,0.55784,0.4264,0.6732
Cathode Width (mm),LH1T-152,2485,2/4/2024 22:12,64.037,64.0585,63.878,64.17325
Core Area (mm²),LH1T-153,2486,2/4/2024 22:21,12.29,12.28744,12.25543,12.34177
Anode Overhang (All) (mm),LH1T-153,2486,2/4/2024 22:21,0.587,0.59063,0.492,0.689
Cathode Width (mm),LH1T-153,2486,2/4/2024 22:21,64.032,64.04201,63.86162,64.1569
Core Area (mm²),LH1T-154,2487,2/4/2024 22:31,12.334,12.34365,12.24158,12.43819
Anode Overhang (All) (mm),LH1T-154,2487,2/4/2024 22:31,0.555,0.55977,0.3116,0.80427
Cathode Width (mm),LH1T-154,2487,2/4/2024 22:31,64.032,64.04247,63.89487,64.15697
Core Area (mm²),LH1T-155,2488,2/4/2024 22:40,12.432,12.44155,12.33195,12.47504
Anode Overhang (All) (mm),LH1T-155,2488,2/4/2024 22:40,0.572,0.57423,0.2788,0.83704
Cathode Width (mm),LH1T-155,2488,2/4/2024 22:40,64.083,64.124,63.9272,64.20621
Core Area (mm²),LH1T-156,2489,2/4/2024 22:49,12.19,12.19397,12.14933,12.23324
Anode Overhang (All) (mm),LH1T-156,2489,2/4/2024 22:49,0.563,0.55784,0.42323,0.68958
Cathode Width (mm),LH1T-156,2489,2/4/2024 22:49,64.042,64.05875,63.8944,64.17328
Core Area (mm²),LH1T-157,2490,2/4/2024 22:58,12.417,12.42555,12.31138,12.47853
Anode Overhang (All) (mm),LH1T-157,2490,2/4/2024 22:58,0.561,0.55784,0.4428,0.68958
Cathode Width (mm),LH1T-157,2490,2/4/2024 22:58,64.096,64.124,63.9272,64.22248
Core Area (mm²),LH1T-158,2491,2/4/2024 23:08,12.321,12.32321,12.25167,12.39811
Anode Overhang (All) (mm),LH1T-158,2491,2/4/2024 23:08,0.575,0.57423,0.492,0.6724
Cathode Width (mm),LH1T-158,2491,2/4/2024 23:08,64.078,64.10762,63.878,64.20635
Core Area (mm²),LH1T-159,2492,2/4/2024 23:17,12.426,12.43106,12.3107,12.55519
Anode Overhang (All) (mm),LH1T-159,2492,2/4/2024 23:17,0.555,0.5636,0.35421,0.75458
Cathode Width (mm),LH1T-159,2492,2/4/2024 23:17,64.022,64.04205,63.878,64.1241
Anode Overhang (All) (mm),LH1T-160,2493,2/4/2024 23:26,0.558,0.5576,0.328,0.7715
Cathode Width (mm),LH1T-160,2493,2/4/2024 23:26,64.033,64.0584,63.87801,64.14048
Core Area (mm²),LH1T-160,2493,2/4/2024 23:26,12.134,12.13548,12.04228,12.30062
Core Area (mm²),LH1T-161,2494,2/4/2024 23:35,12.308,12.3138,12.20998,12.40269
Anode Overhang (All) (mm),LH1T-161,2494,2/4/2024 23:35,0.562,0.55784,0.41,0.72328
Cathode Width (mm),LH1T-161,2494,2/4/2024 23:35,64.034,64.04254,63.8944,64.14075
Anode Overhang (All) (mm),LH1T-162,2495,2/4/2024 23:45,0.581,0.57494,0.4264,0.73873
Cathode Width (mm),LH1T-162,2495,2/4/2024 23:45,64.033,64.0423,63.91083,64.15715
Core Area (mm²),LH1T-162,2495,2/4/2024 23:45,12.566,12.56554,12.53219,12.61974
Core Area (mm²),LH1T-163,2496,2/4/2024 23:54,12.411,12.41479,12.37862,12.44451
Anode Overhang (All) (mm),LH1T-163,2496,2/4/2024 23:54,0.542,0.54219,0.4428,0.65784
Cathode Width (mm),LH1T-163,2496,2/4/2024 23:54,64.042,64.07481,63.84523,64.14061
Core Area (mm²),LH1T-164,2497,2/5/2024 0:03,12.247,12.26148,12.11692,12.3575
Anode Overhang (All) (mm),LH1T-164,2497,2/5/2024 0:03,0.567,0.574,0.40895,0.72328
Cathode Width (mm),LH1T-164,2497,2/5/2024 0:03,64.04,64.0584,63.878,64.17337
Anode Overhang (All) (mm),LH1T-165,2498,2/5/2024 0:12,0.554,0.54219,0.45791,0.64044
Cathode Width (mm),LH1T-165,2498,2/5/2024 0:12,64.041,64.05841,63.86165,64.17325
Core Area (mm²),LH1T-165,2498,2/5/2024 0:12,12.298,12.29779,12.25489,12.33303
Core Area (mm²),LH1T-166,2499,2/5/2024 0:22,12.334,12.34782,12.2518,12.40551
Anode Overhang (All) (mm),LH1T-166,2499,2/5/2024 0:22,0.56,0.574,0.328,0.8051
Cathode Width (mm),LH1T-166,2499,2/5/2024 0:22,64.046,64.0748,63.8944,64.17322
Core Area (mm²),LH1T-167,2500,2/5/2024 0:31,12.395,12.39664,12.34809,12.45513
Anode Overhang (All) (mm),LH1T-167,2500,2/5/2024 0:31,0.557,0.55784,0.2952,0.84041
Cathode Width (mm),LH1T-167,2500,2/5/2024 0:31,64.043,64.05863,63.8944,64.17323
Core Area (mm²),LH1T-168,2501,2/5/2024 0:40,12.251,12.2522,12.12512,12.37431
Anode Overhang (All) (mm),LH1T-168,2501,2/5/2024 0:40,0.563,0.55784,0.34382,0.78737
Cathode Width (mm),LH1T-168,2501,2/5/2024 0:40,64.031,64.04201,63.86163,64.15685
Core Area (mm²),LH1T-169,2502,2/5/2024 0:50,12.237,12.24723,12.12579,12.37135
Anode Overhang (All) (mm),LH1T-169,2502,2/5/2024 0:50,0.558,0.55784,0.2952,0.82147
Cathode Width (mm),LH1T-169,2502,2/5/2024 0:50,64.046,64.0585,63.87803,64.17361
Core Area (mm²),LH1T-170,2503,2/5/2024 0:59,12.358,12.36503,12.27614,12.42878
Anode Overhang (All) (mm),LH1T-170,2503,2/5/2024 0:59,0.566,0.574,0.4428,0.69366
Cathode Width (mm),LH1T-170,2503,2/5/2024 0:59,64.045,64.05924,63.91085,64.1571
Core Area (mm²),LH1T-171,2504,2/5/2024 1:08,12.372,12.37055,12.30801,12.44693
Anode Overhang (All) (mm),LH1T-171,2504,2/5/2024 1:08,0.557,0.57423,0.3666,0.73873
Cathode Width (mm),LH1T-171,2504,2/5/2024 1:08,64.031,64.04241,63.87802,64.17328
Core Area (mm²),LH1T-172,2505,2/5/2024 1:17,12.341,12.34446,12.28717,12.38507
Anode Overhang (All) (mm),LH1T-172,2505,2/5/2024 1:17,0.568,0.57423,0.4756,0.66111
Cathode Width (mm),LH1T-172,2505,2/5/2024 1:17,64.04,64.0585,63.8616,64.17341
Anode Overhang (All) (mm),LH1T-173,2506,2/5/2024 1:27,0.585,0.59063,0.4756,0.7052
Cathode Width (mm),LH1T-173,2506,2/5/2024 1:27,64.037,64.05848,63.91097,64.14081
Core Area (mm²),LH1T-173,2506,2/5/2024 1:27,12.457,12.43967,12.37969,12.59836
Core Area (mm²),LH1T-174,2507,2/5/2024 1:36,12.294,12.30626,12.19303,12.39475
Anode Overhang (All) (mm),LH1T-174,2507,2/5/2024 1:36,0.552,0.54738,0.328,0.78788
Cathode Width (mm),LH1T-174,2507,2/5/2024 1:36,64.037,64.0584,63.878,64.1733
Core Area (mm²),LH1T-175,2508,2/5/2024 1:45,12.29,12.30855,12.18537,12.36167
Anode Overhang (All) (mm),LH1T-175,2508,2/5/2024 1:45,0.561,0.55784,0.37635,0.73873
Cathode Width (mm),LH1T-175,2508,2/5/2024 1:45,64.04,64.05841,63.8616,64.15693
Core Area (mm²),LH1T-176,2509,2/5/2024 1:54,12.282,12.29255,12.19007,12.35669
Anode Overhang (All) (mm),LH1T-176,2509,2/5/2024 1:54,0.562,0.55784,0.3444,0.78737
Cathode Width (mm),LH1T-176,2509,2/5/2024 1:54,64.044,64.0584,63.878,64.17328
Core Area (mm²),LH1T-177,2510,2/5/2024 2:04,12.367,12.37216,12.31393,12.41963
Anode Overhang (All) (mm),LH1T-177,2510,2/5/2024 2:04,0.565,0.574,0.39394,0.73067
Cathode Width (mm),LH1T-177,2510,2/5/2024 2:04,64.043,64.05853,63.87802,64.17333
Core Area (mm²),LH1T-178,2511,2/5/2024 2:13,12.348,12.35387,12.29591,12.38722
Anode Overhang (All) (mm),LH1T-178,2511,2/5/2024 2:13,0.552,0.55784,0.4264,0.6732
Cathode Width (mm),LH1T-178,2511,2/5/2024 2:13,64.048,64.05887,63.8781,64.17345
Core Area (mm²),LH1T-179,2512,2/5/2024 2:22,12.297,12.29752,12.23163,12.39583
Anode Overhang (All) (mm),LH1T-179,2512,2/5/2024 2:22,0.555,0.55856,0.4428,0.6732
Cathode Width (mm),LH1T-179,2512,2/5/2024 2:22,64.023,64.04202,63.84522,64.12425
Core Area (mm²),LH1T-180,2513,2/5/2024 2:32,12.394,12.39838,12.34594,12.42676
Anode Overhang (All) (mm),LH1T-180,2513,2/5/2024 2:32,0.566,0.574,0.44168,0.69055
Cathode Width (mm),LH1T-180,2513,2/5/2024 2:32,64.041,64.0584,63.878,64.15693
Core Area (mm²),LH1T-181,2514,2/5/2024 2:42,12.29,12.30223,12.20688,12.38467
Anode Overhang (All) (mm),LH1T-181,2514,2/5/2024 2:42,0.571,0.574,0.4592,0.69055
Cathode Width (mm),LH1T-181,2514,2/5/2024 2:42,64.041,64.05853,63.84525,64.17322
Core Area (mm²),LH1T-182,2515,2/5/2024 2:51,12.423,12.42219,12.37377,12.48001
Anode Overhang (All) (mm),LH1T-182,2515,2/5/2024 2:51,0.562,0.55977,0.31332,0.8051
Cathode Width (mm),LH1T-182,2515,2/5/2024 2:51,64.036,64.04225,63.878,64.1571
Anode Overhang (All) (mm),LH1T-183,2516,2/5/2024 3:00,0.554,0.5576,0.36117,0.73873
Cathode Width (mm),LH1T-183,2516,2/5/2024 3:00,64.017,64.02573,63.86162,64.14041
