metric,sn,scan_id,scan_processed_date,mean,median,min,max
Anode Overhang (All) (mm),LH1T-275,2608,2/5/2024 18:59,0.567,0.5636,0.3116,0.82066
Cathode Width (mm),LH1T-275,2608,2/5/2024 18:59,64.078,64.09137,63.9108,64.20605
Core Area (mm²),LH1T-276,2609,2/5/2024 19:08,12.663,12.66627,12.60575,12.70527
Anode Overhang (All) (mm),LH1T-276,2609,2/5/2024 19:08,0.554,0.55784,0.2132,0.85343
Cathode Width (mm),LH1T-276,2609,2/5/2024 19:08,64.089,64.09129,63.9436,64.22275
Core Area (mm²),LH1T-277,2610,2/5/2024 19:18,12.627,12.62834,12.54967,12.70285
Anode Overhang (All) (mm),LH1T-277,2610,2/5/2024 19:18,0.566,0.574,0.3936,0.72328
Cathode Width (mm),LH1T-277,2610,2/5/2024 19:18,64.08,64.09121,63.9272,64.22275
Anode Overhang (All) (mm),LH1T-278,2611,2/5/2024 19:27,0.546,0.54343,0.328,0.77237
Cathode Width (mm),LH1T-278,2611,2/5/2024 19:27,64.085,64.1076,63.9108,64.2061
Core Area (mm²),LH1T-278,2611,2/5/2024 19:27,12.601,12.61664,12.50368,12.66452
Core Area (mm²),LH1T-279,2612,2/5/2024 19:36,12.687,12.69666,12.58679,12.76982
Anode Overhang (All) (mm),LH1T-279,2612,2/5/2024 19:36,0.555,0.55856,0.15264,0.93494
Cathode Width (mm),LH1T-279,2612,2/5/2024 19:36,64.084,64.10765,63.92722,64.2389
Core Area (mm²),LH1T-280,2613,2/5/2024 19:46,12.563,12.56231,12.51511,12.63588
Anode Overhang (All) (mm),LH1T-280,2613,2/5/2024 19:46,0.535,0.54219,0.3116,0.7715
Cathode Width (mm),LH1T-280,2613,2/5/2024 19:46,64.077,64.10773,63.91088,64.1899
Core Area (mm²),LH1T-281,2614,2/5/2024 19:55,12.546,12.54954,12.48687,12.5997
Anode Overhang (All) (mm),LH1T-281,2614,2/5/2024 19:55,0.564,0.57423,0.2624,0.85422
Cathode Width (mm),LH1T-281,2614,2/5/2024 19:55,64.069,64.09123,63.87802,64.20602
Core Area (mm²),LH1T-282,2615,2/5/2024 20:04,12.514,12.53017,12.41627,12.58908
Cathode Width (mm),LH1T-282,2615,2/5/2024 20:04,64.098,64.12435,63.8944,64.22324
Anode Overhang (All) (mm),LH1T-282,2615,2/5/2024 20:04,0.566,0.57423,0.082,0.98523
Core Area (mm²),LH1T-283,2616,2/5/2024 20:14,12.618,12.62431,12.53246,12.67703
Anode Overhang (All) (mm),LH1T-283,2616,2/5/2024 20:14,0.544,0.54219,0.3444,0.73964
Cathode Width (mm),LH1T-283,2616,2/5/2024 20:14,64.086,64.12401,63.9272,64.206
Core Area (mm²),LH1T-284,2617,2/5/2024 20:23,12.589,12.59634,12.48674,12.64704
Anode Overhang (All) (mm),LH1T-284,2617,2/5/2024 20:23,0.555,0.55977,0.2624,0.85343
Cathode Width (mm),LH1T-284,2617,2/5/2024 20:23,64.073,64.10765,63.8944,64.18965
Anode Overhang (All) (mm),LH1T-285,2618,2/6/2024 7:54,0.552,0.55856,0.32964,0.7715
Cathode Width (mm),LH1T-285,2618,2/6/2024 7:54,64.077,64.10762,63.91097,64.18981
Core Area (mm²),LH1T-285,2618,2/6/2024 7:54,12.583,12.58639,12.52103,12.64314
Core Area (mm²),LH1T-286,2619,2/5/2024 20:41,12.513,12.52587,12.39435,12.57401
Anode Overhang (All) (mm),LH1T-286,2619,2/5/2024 20:41,0.547,0.55007,0.2952,0.8051
Cathode Width (mm),LH1T-286,2619,2/5/2024 20:41,64.086,64.10761,63.94365,64.20613
Core Area (mm²),LH1T-287,2620,2/5/2024 20:50,12.662,12.66546,12.60979,12.71105
Anode Overhang (All) (mm),LH1T-287,2620,2/5/2024 20:50,0.558,0.57423,0.1476,0.95177
Cathode Width (mm),LH1T-287,2620,2/5/2024 20:50,64.077,64.09141,63.9272,64.22243
Anode Overhang (All) (mm),LH1T-288,2621,2/5/2024 20:59,0.547,0.55784,0.2952,0.80427
Cathode Width (mm),LH1T-288,2621,2/5/2024 20:59,64.085,64.09133,63.96,64.2225
Core Area (mm²),LH1T-288,2621,2/5/2024 20:59,12.556,12.55398,12.52009,12.59365
Core Area (mm²),LH1T-289,2622,2/5/2024 21:09,12.622,12.62955,12.5603,12.66264
Anode Overhang (All) (mm),LH1T-289,2622,2/5/2024 21:09,0.545,0.54516,0.25087,0.83704
Cathode Width (mm),LH1T-289,2622,2/5/2024 21:09,64.087,64.0915,63.9108,64.20613
Core Area (mm²),LH1T-290,2623,2/5/2024 21:18,12.641,12.64838,12.55519,12.71293
Anode Overhang (All) (mm),LH1T-290,2623,2/5/2024 21:18,0.55,0.55784,0.3116,0.78874
Cathode Width (mm),LH1T-290,2623,2/5/2024 21:18,64.092,64.10762,63.9272,64.2061
Core Area (mm²),LH1T-291,2624,2/5/2024 21:27,12.596,12.59674,12.55425,12.63345
Anode Overhang (All) (mm),LH1T-291,2624,2/5/2024 21:27,0.561,0.55856,0.2952,0.82147
Cathode Width (mm),LH1T-291,2624,2/5/2024 21:27,64.072,64.09125,63.87803,64.20613
Core Area (mm²),LH1T-292,2625,2/5/2024 21:37,12.639,12.64408,12.54927,12.72813
Anode Overhang (All) (mm),LH1T-292,2625,2/5/2024 21:37,0.546,0.54343,0.12159,0.95346
Cathode Width (mm),LH1T-292,2625,2/5/2024 21:37,64.08,64.0912,63.89441,64.20613
Core Area (mm²),LH1T-293,2626,2/5/2024 21:46,12.591,12.60373,12.4905,12.65363
Anode Overhang (All) (mm),LH1T-293,2626,2/5/2024 21:46,0.552,0.55856,0.2624,0.85343
Cathode Width (mm),LH1T-293,2626,2/5/2024 21:46,64.076,64.1077,63.9272,64.19001
Core Area (mm²),LH1T-294,2627,2/5/2024 21:55,12.542,12.54766,12.47679,12.57751
Anode Overhang (All) (mm),LH1T-294,2627,2/5/2024 21:55,0.562,0.55856,0.3116,0.78788
Cathode Width (mm),LH1T-294,2627,2/5/2024 21:55,64.081,64.0913,63.8616,64.22242
Core Area (mm²),LH1T-295,2628,2/5/2024 22:05,12.64,12.64354,12.56742,12.68241
Anode Overhang (All) (mm),LH1T-295,2628,2/5/2024 22:05,0.562,0.574,0.18336,0.9184
Cathode Width (mm),LH1T-295,2628,2/5/2024 22:05,64.077,64.1076,63.89441,64.20602
Core Area (mm²),LH1T-296,2629,2/5/2024 22:14,12.672,12.68644,12.54026,12.76767
Anode Overhang (All) (mm),LH1T-296,2629,2/5/2024 22:14,0.563,0.56145,0.17126,0.91899
Cathode Width (mm),LH1T-296,2629,2/5/2024 22:14,64.081,64.09128,63.86162,64.22242
Anode Overhang (All) (mm),LH1T-297,2630,2/5/2024 22:23,0.543,0.55784,0.18807,0.90334
Cathode Width (mm),LH1T-297,2630,2/5/2024 22:23,64.079,64.09121,63.8944,64.2061
Core Area (mm²),LH1T-297,2630,2/5/2024 22:23,12.538,12.54362,12.48781,12.59432
Core Area (mm²),LH1T-298,2631,2/5/2024 22:33,12.57,12.5845,12.455,12.65833
Anode Overhang (All) (mm),LH1T-298,2631,2/5/2024 22:33,0.551,0.55007,0.3116,0.78788
Cathode Width (mm),LH1T-298,2631,2/5/2024 22:33,64.08,64.0913,63.8944,64.22248
Core Area (mm²),LH1T-299,2632,2/5/2024 22:42,12.677,12.71804,12.49924,12.77237
Anode Overhang (All) (mm),LH1T-299,2632,2/5/2024 22:42,0.564,0.57423,0.16482,0.91899
Cathode Width (mm),LH1T-299,2632,2/5/2024 22:42,64.077,64.09125,63.91097,64.22275
Core Area (mm²),LH1T-300,2633,2/5/2024 22:51,12.66,12.67434,12.57294,12.70312
Anode Overhang (All) (mm),LH1T-300,2633,2/5/2024 22:51,0.548,0.55784,0.2296,0.86982
Cathode Width (mm),LH1T-300,2633,2/5/2024 22:51,64.08,64.10763,63.92733,64.22261
Core Area (mm²),LH1T-301,2634,2/5/2024 23:01,12.518,12.54013,12.37149,12.61718
Anode Overhang (All) (mm),LH1T-301,2634,2/5/2024 23:01,0.557,0.55856,0.2132,0.88621
Cathode Width (mm),LH1T-301,2634,2/5/2024 23:01,64.083,64.07501,63.89442,64.22253
Core Area (mm²),LH1T-302,2635,2/5/2024 23:10,12.636,12.64623,12.52843,12.74238
Anode Overhang (All) (mm),LH1T-302,2635,2/5/2024 23:10,0.555,0.55856,0.328,0.78788
Cathode Width (mm),LH1T-302,2635,2/5/2024 23:10,64.077,64.10768,63.8947,64.20602
Core Area (mm²),LH1T-303,2636,2/5/2024 23:19,12.572,12.5954,12.46751,12.63359
Anode Overhang (All) (mm),LH1T-303,2636,2/5/2024 23:19,0.57,0.57423,0.41,0.72328
Cathode Width (mm),LH1T-303,2636,2/5/2024 23:19,64.084,64.09145,63.9108,64.2227
Core Area (mm²),LH1T-304,2637,2/5/2024 23:28,12.582,12.58692,12.52278,12.61597
Anode Overhang (All) (mm),LH1T-304,2637,2/5/2024 23:28,0.541,0.55784,0.2296,0.86982
Cathode Width (mm),LH1T-304,2637,2/5/2024 23:28,64.076,64.10765,63.91083,64.18981
Core Area (mm²),LH1T-305,2638,2/5/2024 23:38,12.61,12.6157,12.55774,12.64811
Anode Overhang (All) (mm),LH1T-305,2638,2/5/2024 23:38,0.546,0.54343,0.246,0.85343
Cathode Width (mm),LH1T-305,2638,2/5/2024 23:38,64.08,64.09122,63.9273,64.18973
Anode Overhang (All) (mm),LH1T-306,2639,2/5/2024 23:47,0.568,0.57494,0.1476,0.91855
Cathode Width (mm),LH1T-306,2639,2/5/2024 23:47,64.096,64.124,63.878,64.22287
Core Area (mm²),LH1T-306,2639,2/5/2024 23:47,12.532,12.53663,12.45419,12.58477
Core Area (mm²),LH1T-307,2640,2/5/2024 23:56,12.47,12.4741,12.39798,12.51955
Anode Overhang (All) (mm),LH1T-307,2640,2/5/2024 23:56,0.574,0.57494,0.3116,0.83704
Cathode Width (mm),LH1T-307,2640,2/5/2024 23:56,64.107,64.1404,63.9272,64.23897
Core Area (mm²),LH1T-308,2641,2/6/2024 0:06,12.569,12.5728,12.51901,12.62808
Anode Overhang (All) (mm),LH1T-308,2641,2/6/2024 0:06,0.546,0.54343,0.1312,0.95177
Cathode Width (mm),LH1T-308,2641,2/6/2024 0:06,64.083,64.09145,63.91083,64.20621
Core Area (mm²),LH1T-309,2642,2/6/2024 0:15,12.507,12.51834,12.41008,12.57832
Anode Overhang (All) (mm),LH1T-309,2642,2/6/2024 0:15,0.532,0.54145,0.2952,0.78788
Cathode Width (mm),LH1T-309,2642,2/6/2024 0:15,64.084,64.09141,63.92728,64.18985
Core Area (mm²),LH1T-310,2643,2/6/2024 0:24,12.619,12.62108,12.54201,12.66667
Anode Overhang (All) (mm),LH1T-310,2643,2/6/2024 0:24,0.562,0.55784,0.328,0.78737
Cathode Width (mm),LH1T-310,2643,2/6/2024 0:24,64.082,64.09122,63.9272,64.22245
Core Area (mm²),LH1T-311,2644,2/6/2024 0:34,12.577,12.58504,12.50113,12.62794
Anode Overhang (All) (mm),LH1T-311,2644,2/6/2024 0:34,0.547,0.55784,0.2296,0.86982
Cathode Width (mm),LH1T-311,2644,2/6/2024 0:34,64.081,64.10761,63.9108,64.18968
Core Area (mm²),LH1T-312,2645,2/6/2024 0:43,12.566,12.58047,12.47046,12.65578
Anode Overhang (All) (mm),LH1T-312,2645,2/6/2024 0:43,0.561,0.55784,0.2952,0.80427
Cathode Width (mm),LH1T-312,2645,2/6/2024 0:43,64.082,64.09125,63.8944,64.22248
Core Area (mm²),LH1T-313,2646,2/6/2024 0:52,12.537,12.54994,12.42474,12.65282
Anode Overhang (All) (mm),LH1T-313,2646,2/6/2024 0:52,0.557,0.57423,0.3608,0.75511
Cathode Width (mm),LH1T-313,2646,2/6/2024 0:52,64.082,64.09125,63.9108,64.22245
Core Area (mm²),LH1T-314,2647,2/6/2024 1:02,12.537,12.54645,12.47598,12.60158
Anode Overhang (All) (mm),LH1T-314,2647,2/6/2024 1:02,0.552,0.55784,0.3804,0.72235
Cathode Width (mm),LH1T-314,2647,2/6/2024 1:02,64.071,64.1076,63.9273,64.20613
Anode Overhang (All) (mm),LH1T-315,2648,2/6/2024 1:11,0.557,0.55856,0.3608,0.73964
Cathode Width (mm),LH1T-315,2648,2/6/2024 1:11,64.083,64.10762,63.92737,64.20603
Core Area (mm²),LH1T-315,2648,2/6/2024 1:11,12.55,12.56729,12.43469,12.61933
Core Area (mm²),LH1T-316,2649,2/6/2024 1:20,12.599,12.62794,12.44854,12.7058
Anode Overhang (All) (mm),LH1T-316,2649,2/6/2024 1:20,0.56,0.55856,0.13799,0.93538
Cathode Width (mm),LH1T-316,2649,2/6/2024 1:20,64.076,64.09123,63.8616,64.20617
Core Area (mm²),LH1T-317,2650,2/6/2024 1:30,12.466,12.46939,12.37028,12.5217
Anode Overhang (All) (mm),LH1T-317,2650,2/6/2024 1:30,0.568,0.57423,0.2296,0.88621
Cathode Width (mm),LH1T-317,2650,2/6/2024 1:30,64.109,64.12403,63.89448,64.25545
Core Area (mm²),LH1T-318,2651,2/6/2024 1:39,12.582,12.58652,12.50045,12.64152
Anode Overhang (All) (mm),LH1T-318,2651,2/6/2024 1:39,0.553,0.55856,0.2296,0.85343
Cathode Width (mm),LH1T-318,2651,2/6/2024 1:39,64.083,64.1076,63.89465,64.20625
Core Area (mm²),LH1T-319,2652,2/6/2024 1:49,12.624,12.6274,12.53138,12.7132
Anode Overhang (All) (mm),LH1T-319,2652,2/6/2024 1:49,0.545,0.54343,0.24319,0.82066
Cathode Width (mm),LH1T-319,2652,2/6/2024 1:49,64.079,64.09137,63.8616,64.20603
Core Area (mm²),LH1T-320,2653,2/6/2024 1:58,12.582,12.58773,12.52211,12.62942
Anode Overhang (All) (mm),LH1T-320,2653,2/6/2024 1:58,0.556,0.56145,0.23193,0.83704
Cathode Width (mm),LH1T-320,2653,2/6/2024 1:58,64.083,64.0912,63.92745,64.22245
Core Area (mm²),LH1T-321,2654,2/6/2024 2:07,12.573,12.59378,12.46253,12.67218
Anode Overhang (All) (mm),LH1T-321,2654,2/6/2024 2:07,0.542,0.5576,0.3444,0.75511
Cathode Width (mm),LH1T-321,2654,2/6/2024 2:07,64.073,64.10761,63.91085,64.18973
Core Area (mm²),LH1T-322,2655,2/6/2024 2:16,12.632,12.63493,12.56877,12.68415
Anode Overhang (All) (mm),LH1T-322,2655,2/6/2024 2:16,0.559,0.55856,0.3444,0.7715
Cathode Width (mm),LH1T-322,2655,2/6/2024 2:16,64.08,64.09137,63.92723,64.2061
Core Area (mm²),LH1T-323,2656,2/6/2024 2:26,12.499,12.52641,12.34876,12.68254
Anode Overhang (All) (mm),LH1T-323,2656,2/6/2024 2:26,0.56,0.574,0.13524,0.93494
Cathode Width (mm),LH1T-323,2656,2/6/2024 2:26,64.08,64.09121,63.8944,64.22257
Core Area (mm²),LH1T-324,2657,2/6/2024 2:35,12.603,12.61543,12.52762,12.66156
Anode Overhang (All) (mm),LH1T-324,2657,2/6/2024 2:35,0.563,0.55977,0.41033,0.70596
Cathode Width (mm),LH1T-324,2657,2/6/2024 2:35,64.077,64.1077,63.9272,64.20621
Anode Overhang (All) (mm),LH1T-325,2658,2/6/2024 2:44,0.552,0.5576,0.3116,0.78788
Cathode Width (mm),LH1T-325,2658,2/6/2024 2:44,64.083,64.09121,63.87801,64.22242
Core Area (mm²),LH1T-325,2658,2/6/2024 2:44,12.576,12.59056,12.46952,12.69263
Core Area (mm²),LH1T-326,2659,2/6/2024 2:54,12.635,12.63897,12.56635,12.68805
Anode Overhang (All) (mm),LH1T-326,2659,2/6/2024 2:54,0.544,0.54219,0.2296,0.85343
Cathode Width (mm),LH1T-326,2659,2/6/2024 2:54,64.087,64.09121,63.92722,64.2227
Core Area (mm²),LH1T-327,2660,2/6/2024 3:03,12.644,12.64905,12.57079,12.73445
Anode Overhang (All) (mm),LH1T-327,2660,2/6/2024 3:03,0.557,0.55784,0.1968,0.91899
Cathode Width (mm),LH1T-327,2660,2/6/2024 3:03,64.081,64.10762,63.92733,64.2224
Core Area (mm²),LH1T-328,2661,2/6/2024 3:12,12.662,12.66586,12.58195,12.70957
Anode Overhang (All) (mm),LH1T-328,2661,2/6/2024 3:12,0.558,0.55856,0.11597,0.98523
Cathode Width (mm),LH1T-328,2661,2/6/2024 3:12,64.07,64.09133,63.91081,64.1897
Core Area (mm²),LH1T-329,2662,2/6/2024 3:22,12.54,12.55559,12.3922,12.66412
Anode Overhang (All) (mm),LH1T-329,2662,2/6/2024 3:22,0.562,0.56145,0.3444,0.77237
Cathode Width (mm),LH1T-329,2662,2/6/2024 3:22,64.078,64.09141,63.92767,64.20602
Core Area (mm²),LH1T-330,2663,2/6/2024 3:31,12.669,12.68402,12.56621,12.76
Anode Overhang (All) (mm),LH1T-330,2663,2/6/2024 3:31,0.566,0.57423,0.246,0.88575
Cathode Width (mm),LH1T-330,2663,2/6/2024 3:31,64.076,64.1076,63.89441,64.22243
Core Area (mm²),LH1T-331,2664,2/6/2024 3:40,12.578,12.60252,12.4355,12.72181
Anode Overhang (All) (mm),LH1T-331,2664,2/6/2024 3:40,0.564,0.574,0.328,0.78788
Cathode Width (mm),LH1T-331,2664,2/6/2024 3:40,64.075,64.09137,63.9108,64.20613
Core Area (mm²),LH1T-332,2665,2/6/2024 3:50,12.585,12.60494,12.46522,12.69411
Anode Overhang (All) (mm),LH1T-332,2665,2/6/2024 3:50,0.557,0.55784,0.3444,0.756
Cathode Width (mm),LH1T-332,2665,2/6/2024 3:50,64.084,64.1076,63.9275,64.22261
Anode Overhang (All) (mm),LH1T-333,2666,2/6/2024 3:59,0.566,0.57423,0.16725,0.95134
Cathode Width (mm),LH1T-333,2666,2/6/2024 3:59,64.065,64.09122,63.9108,64.1897
Core Area (mm²),LH1T-333,2666,2/6/2024 3:59,12.655,12.65255,12.58249,12.70997
Core Area (mm²),LH1T-334,2667,2/6/2024 4:09,12.539,12.54456,12.44411,12.60091
Anode Overhang (All) (mm),LH1T-334,2667,2/6/2024 4:09,0.573,0.57423,0.3804,0.73964
Cathode Width (mm),LH1T-334,2667,2/6/2024 4:09,64.078,64.09121,63.86161,64.22242
Core Area (mm²),LH1T-335,2668,2/6/2024 4:18,12.582,12.60199,12.45782,12.65672
Anode Overhang (All) (mm),LH1T-335,2668,2/6/2024 4:18,0.558,0.56145,0.3479,0.756
Cathode Width (mm),LH1T-335,2668,2/6/2024 4:18,64.08,64.09122,63.9108,64.20601
Core Area (mm²),LH1T-336,2669,2/6/2024 4:27,12.548,12.5525,12.47894,12.64125
Anode Overhang (All) (mm),LH1T-336,2669,2/6/2024 4:27,0.567,0.5693,0.3444,0.77237
Cathode Width (mm),LH1T-336,2669,2/6/2024 4:27,64.074,64.09145,63.89465,64.2063
Core Area (mm²),LH1T-337,2670,2/6/2024 4:37,12.568,12.59553,12.4359,12.66358
Anode Overhang (All) (mm),LH1T-337,2670,2/6/2024 4:37,0.553,0.55856,0.2952,0.80427
Cathode Width (mm),LH1T-337,2670,2/6/2024 4:37,64.082,64.10763,63.9272,64.20621
Core Area (mm²),LH1T-338,2671,2/6/2024 4:46,12.542,12.56487,12.41977,12.67743
Anode Overhang (All) (mm),LH1T-338,2671,2/6/2024 4:46,0.555,0.5576,0.1804,0.91899
Cathode Width (mm),LH1T-338,2671,2/6/2024 4:46,64.077,64.09123,63.8944,64.22242
Core Area (mm²),LH1T-339,2672,2/6/2024 4:55,12.604,12.62041,12.50126,12.68106
Anode Overhang (All) (mm),LH1T-339,2672,2/6/2024 4:55,0.557,0.55856,0.41,0.70691
Cathode Width (mm),LH1T-339,2672,2/6/2024 4:55,64.085,64.10765,63.9108,64.2388
Core Area (mm²),LH1T-340,2673,2/6/2024 5:05,12.55,12.55586,12.471,12.60279
Anode Overhang (All) (mm),LH1T-340,2673,2/6/2024 5:05,0.559,0.574,0.15541,0.95247
Cathode Width (mm),LH1T-340,2673,2/6/2024 5:05,64.084,64.1076,63.8944,64.20613
Core Area (mm²),LH1T-341,2674,2/6/2024 10:01,12.645,12.66613,12.53354,12.73862
Anode Overhang (All) (mm),LH1T-341,2674,2/6/2024 10:01,0.535,0.54145,0.082,0.98455
Cathode Width (mm),LH1T-341,2674,2/6/2024 10:01,64.069,64.07493,63.89445,64.18977
Core Area (mm²),LH1T-342,2675,2/6/2024 10:10,12.612,12.62014,12.54214,12.66976
Anode Overhang (All) (mm),LH1T-342,2675,2/6/2024 10:10,0.534,0.52582,0.17174,0.90334
Cathode Width (mm),LH1T-342,2675,2/6/2024 10:10,64.073,64.09125,63.8944,64.18973
Core Area (mm²),LH1T-343,2676,2/6/2024 10:19,12.442,12.4515,12.34311,12.5135
Anode Overhang (All) (mm),LH1T-343,2676,2/6/2024 10:19,0.572,0.57423,0.28072,0.83704
Cathode Width (mm),LH1T-343,2676,2/6/2024 10:19,64.101,64.1241,63.91082,64.23948
Core Area (mm²),LH1T-344,2677,2/6/2024 10:28,12.482,12.49615,12.36302,12.56554
Anode Overhang (All) (mm),LH1T-344,2677,2/6/2024 10:28,0.567,0.57423,0.3608,0.77237
Cathode Width (mm),LH1T-344,2677,2/6/2024 10:28,64.1,64.12403,63.91081,64.2227
Core Area (mm²),LH1T-345,2678,2/6/2024 10:37,12.634,12.63641,12.55707,12.69895
Anode Overhang (All) (mm),LH1T-345,2678,2/6/2024 10:37,0.556,0.57423,0.0984,0.98455
Cathode Width (mm),LH1T-345,2678,2/6/2024 10:37,64.074,64.1076,63.9272,64.22265
Core Area (mm²),LH1T-346,2679,2/6/2024 10:47,12.463,12.47558,12.34621,12.53421
Anode Overhang (All) (mm),LH1T-346,2679,2/6/2024 10:47,0.564,0.55784,0.29702,0.82147
Cathode Width (mm),LH1T-346,2679,2/6/2024 10:47,64.091,64.12402,63.92741,64.2225
Core Area (mm²),LH1T-347,2680,2/6/2024 10:56,12.557,12.56474,12.46952,12.62202
Anode Overhang (All) (mm),LH1T-347,2680,2/6/2024 10:56,0.546,0.55784,0.24655,0.83704
Cathode Width (mm),LH1T-347,2680,2/6/2024 10:56,64.082,64.0749,63.91085,64.22243
Core Area (mm²),LH1T-348,2681,2/6/2024 11:05,12.401,12.4199,12.26646,12.52116
Anode Overhang (All) (mm),LH1T-348,2681,2/6/2024 11:05,0.58,0.5904,0.3479,0.78788
Cathode Width (mm),LH1T-348,2681,2/6/2024 11:05,64.106,64.14043,63.91082,64.23888
Core Area (mm²),LH1T-349,2682,2/6/2024 11:15,12.588,12.60199,12.48553,12.66694
Anode Overhang (All) (mm),LH1T-349,2682,2/6/2024 11:15,0.569,0.57494,0.3936,0.73964
Cathode Width (mm),LH1T-349,2682,2/6/2024 11:15,64.067,64.07482,63.8944,64.20608
Core Area (mm²),LH1T-350,2683,2/6/2024 11:24,12.605,12.64139,12.44949,12.69908
Anode Overhang (All) (mm),LH1T-350,2683,2/6/2024 11:24,0.567,0.57423,0.1476,0.98455
Cathode Width (mm),LH1T-350,2683,2/6/2024 11:24,64.071,64.09128,63.89445,64.18977
Core Area (mm²),LH1T-351,2684,2/6/2024 11:33,12.57,12.57886,12.49117,12.64004
Anode Overhang (All) (mm),LH1T-351,2684,2/6/2024 11:33,0.561,0.574,0.164,0.95134
Cathode Width (mm),LH1T-351,2684,2/6/2024 11:33,64.075,64.0912,63.92722,64.20617
Anode Overhang (All) (mm),LH1T-352,2685,2/6/2024 11:43,0.548,0.55856,0.2952,0.82066
Cathode Width (mm),LH1T-352,2685,2/6/2024 11:43,64.078,64.1076,63.86162,64.18962
Core Area (mm²),LH1T-352,2685,2/6/2024 11:43,12.564,12.57482,12.47652,12.61436
Core Area (mm²),LH1T-353,2686,2/6/2024 11:52,12.512,12.52547,12.42797,12.60669
Anode Overhang (All) (mm),LH1T-353,2686,2/6/2024 11:52,0.574,0.57423,0.40571,0.74091
Cathode Width (mm),LH1T-353,2686,2/6/2024 11:52,64.101,64.12433,63.8945,64.23888
Core Area (mm²),LH1T-354,2687,2/6/2024 12:01,12.539,12.54524,12.45984,12.61651
Anode Overhang (All) (mm),LH1T-354,2687,2/6/2024 12:01,0.539,0.54145,0.1804,0.9026
Cathode Width (mm),LH1T-354,2687,2/6/2024 12:01,64.075,64.0912,63.9108,64.22253
Core Area (mm²),LH1T-355,2688,2/6/2024 12:11,12.72,12.72329,12.63184,12.76094
Anode Overhang (All) (mm),LH1T-355,2688,2/6/2024 12:11,0.539,0.54219,0.05599,0.98455
Cathode Width (mm),LH1T-355,2688,2/6/2024 12:11,64.08,64.09133,63.92723,64.20613
Core Area (mm²),LH1T-356,2689,2/6/2024 12:20,12.649,12.65349,12.56608,12.71118
Anode Overhang (All) (mm),LH1T-356,2689,2/6/2024 12:20,0.554,0.55856,0.10372,0.98455
Cathode Width (mm),LH1T-356,2689,2/6/2024 12:20,64.075,64.09133,63.9108,64.20602
Core Area (mm²),LH1T-357,2690,2/6/2024 12:29,12.549,12.54819,12.47383,12.60131
Anode Overhang (All) (mm),LH1T-357,2690,2/6/2024 12:29,0.567,0.574,0.328,0.78874
Cathode Width (mm),LH1T-357,2690,2/6/2024 12:29,64.079,64.09124,63.92728,64.22257
Core Area (mm²),LH1T-358,2691,2/6/2024 12:39,12.535,12.54093,12.44438,12.58464
Anode Overhang (All) (mm),LH1T-358,2691,2/6/2024 12:39,0.541,0.55784,0.246,0.85343
Cathode Width (mm),LH1T-358,2691,2/6/2024 12:39,64.079,64.10763,63.92721,64.1897
Core Area (mm²),LH1T-359,2692,2/6/2024 12:48,12.566,12.56985,12.50731,12.61059
Anode Overhang (All) (mm),LH1T-359,2692,2/6/2024 12:48,0.536,0.54145,0.2952,0.80427
Cathode Width (mm),LH1T-359,2692,2/6/2024 12:48,64.082,64.1076,63.92723,64.20617
Core Area (mm²),LH1T-360,2693,2/6/2024 12:57,12.658,12.66882,12.57872,12.7093
Anode Overhang (All) (mm),LH1T-360,2693,2/6/2024 12:57,0.562,0.55977,0.328,0.7715
Cathode Width (mm),LH1T-360,2693,2/6/2024 12:57,64.086,64.09125,63.9272,64.23883
Anode Overhang (All) (mm),LH1T-361,2694,2/6/2024 13:07,0.557,0.55007,0.4592,0.65927
Cathode Width (mm),LH1T-361,2694,2/6/2024 13:07,64.098,64.10765,63.86173,64.2389
Core Area (mm²),LH1T-361,2694,2/6/2024 13:07,12.337,12.33935,12.24938,12.39623
Core Area (mm²),LH1T-362,2695,2/6/2024 13:16,12.578,12.58666,12.47073,12.69841
Anode Overhang (All) (mm),LH1T-362,2695,2/6/2024 13:16,0.558,0.574,0.3444,0.7715
Cathode Width (mm),LH1T-362,2695,2/6/2024 13:16,64.082,64.1076,63.87801,64.20601
Anode Overhang (All) (mm),LH1T-363,2696,2/6/2024 13:25,0.554,0.55784,0.23481,0.85422
Cathode Width (mm),LH1T-363,2696,2/6/2024 13:25,64.083,64.09139,63.9272,64.22242
Core Area (mm²),LH1T-363,2696,2/6/2024 13:25,12.572,12.58397,12.48001,12.6188
Core Area (mm²),LH1T-364,2697,2/6/2024 13:35,12.58,12.60158,12.42649,12.7362
Anode Overhang (All) (mm),LH1T-364,2697,2/6/2024 13:35,0.55,0.55856,0.2952,0.8051
Cathode Width (mm),LH1T-364,2697,2/6/2024 13:35,64.086,64.10761,63.8944,64.20601
Core Area (mm²),LH1T-365,2698,2/6/2024 14:06,12.565,12.57657,12.47369,12.6118
Anode Overhang (All) (mm),LH1T-365,2698,2/6/2024 14:06,0.541,0.54516,0.24818,0.83704
Cathode Width (mm),LH1T-365,2698,2/6/2024 14:06,64.09,64.10763,63.9436,64.2061
Core Area (mm²),LH1T-366,2699,2/6/2024 14:55,12.568,12.56944,12.51148,12.62081
Anode Overhang (All) (mm),LH1T-366,2699,2/6/2024 14:55,0.554,0.5576,0.3608,0.73964
