metric,sn,scan_id,scan_processed_date,mean,median,min,max
Anode Overhang (Bottom) (mm),KLAQ34T028464,2133,1/30/2024 10:45,0.642,0.63425,0.52811,0.83532
Cathode Width (mm),KLAQ34T028464,2133,1/30/2024 10:45,57.904,57.90249,57.75849,58.01764
Core Area (mm²),LLAQ21T066601,2134,1/30/2024 10:54,13.095,13.09447,13.0418,13.13408
Anode Overhang (All) (mm),LLAQ21T066601,2134,1/30/2024 10:54,0.71,0.70619,0.5328,0.89326
Anode Overhang (Top) (mm),LLAQ21T066601,2134,1/30/2024 10:54,0.79,0.7788,0.69135,0.89326
Anode Overhang (Bottom) (mm),LLAQ21T066601,2134,1/30/2024 10:54,0.63,0.63621,0.5328,0.72129
Cathode Width (mm),LLAQ21T066601,2134,1/30/2024 10:54,57.895,57.9024,57.74403,57.98926
Core Area (mm²),KLAQ34T018657,2139,1/30/2024 15:46,13.159,13.16155,13.08483,13.22044
Anode Overhang (All) (mm),KLAQ34T018657,2139,1/30/2024 15:46,0.722,0.72058,0.4464,0.9936
Anode Overhang (Top) (mm),KLAQ34T018657,2139,1/30/2024 15:46,0.833,0.82131,0.6192,0.9936
Anode Overhang (Bottom) (mm),KLAQ34T018657,2139,1/30/2024 15:46,0.612,0.62187,0.4464,0.8208
Cathode Width (mm),KLAQ34T018657,2139,1/30/2024 15:46,57.905,57.90241,57.72961,58.01762
Anode Overhang (All) (mm),LLAQ21T066568,2140,1/30/2024 15:56,0.713,0.72014,0.53299,0.89326
Anode Overhang (Top) (mm),LLAQ21T066568,2140,1/30/2024 15:56,0.798,0.792,0.65373,0.89326
Anode Overhang (Bottom) (mm),LLAQ21T066568,2140,1/30/2024 15:56,0.628,0.63376,0.53299,0.74894
Cathode Width (mm),LLAQ21T066568,2140,1/30/2024 15:56,57.885,57.88835,57.744,58.00324
Core Area (mm²),LLAQ21T066568,2140,1/30/2024 15:56,13.146,13.14538,13.09914,13.20354
Core Area (mm²),LLAQ21T036998,2141,1/30/2024 16:05,13.388,13.38934,13.33532,13.44004
Anode Overhang (All) (mm),LLAQ21T036998,2141,1/30/2024 16:05,0.724,0.7344,0.64816,0.79357
Anode Overhang (Top) (mm),LLAQ21T036998,2141,1/30/2024 16:05,0.731,0.73792,0.6624,0.79357
Anode Overhang (Bottom) (mm),LLAQ21T036998,2141,1/30/2024 16:05,0.717,0.72014,0.64816,0.79318
Cathode Width (mm),LLAQ21T036998,2141,1/30/2024 16:05,57.897,57.90243,57.72961,58.00342
Core Area (mm²),KLAQ34T018466,2142,1/30/2024 16:15,13.37,13.36954,13.28452,13.4644
Anode Overhang (All) (mm),KLAQ34T018466,2142,1/30/2024 16:15,0.725,0.7223,0.55585,0.87887
Anode Overhang (Top) (mm),KLAQ34T018466,2142,1/30/2024 16:15,0.725,0.73157,0.6048,0.87887
Anode Overhang (Bottom) (mm),KLAQ34T018466,2142,1/30/2024 16:15,0.726,0.72014,0.55585,0.87852
Cathode Width (mm),KLAQ34T018466,2142,1/30/2024 16:15,57.886,57.88828,57.7296,57.98906
Core Area (mm²),LLAQ21T066600,2143,1/30/2024 16:24,13.243,13.24097,13.17317,13.33263
Anode Overhang (All) (mm),LLAQ21T066600,2143,1/30/2024 16:24,0.715,0.72,0.5328,0.89326
Anode Overhang (Top) (mm),LLAQ21T066600,2143,1/30/2024 16:24,0.814,0.82093,0.69135,0.89326
Anode Overhang (Bottom) (mm),LLAQ21T066600,2143,1/30/2024 16:24,0.616,0.60497,0.5328,0.73454
Cathode Width (mm),LLAQ21T066600,2143,1/30/2024 16:24,57.88,57.88802,57.72964,57.98902
Core Area (mm²),KLAQ34T018499,2144,1/30/2024 16:34,13.312,13.31915,13.2079,13.3968
Anode Overhang (All) (mm),KLAQ34T018499,2144,1/30/2024 16:34,0.729,0.7344,0.5328,0.90823
Anode Overhang (Top) (mm),KLAQ34T018499,2144,1/30/2024 16:34,0.755,0.76442,0.6336,0.90823
Anode Overhang (Bottom) (mm),KLAQ34T018499,2144,1/30/2024 16:34,0.702,0.6936,0.5328,0.85009
Cathode Width (mm),KLAQ34T018499,2144,1/30/2024 16:34,57.894,57.90258,57.744,57.98906
Core Area (mm²),LLAQ21T037401,2145,1/30/2024 16:43,13.327,13.33169,13.22791,13.3853
Anode Overhang (All) (mm),LLAQ21T037401,2145,1/30/2024 16:43,0.724,0.7344,0.5472,0.89326
Anode Overhang (Top) (mm),LLAQ21T037401,2145,1/30/2024 16:43,0.718,0.7488,0.5472,0.89326
Anode Overhang (Bottom) (mm),LLAQ21T037401,2145,1/30/2024 16:43,0.73,0.70795,0.5472,0.89326
Cathode Width (mm),LLAQ21T037401,2145,1/30/2024 16:43,57.903,57.9027,57.77281,58.0036
Core Area (mm²),LLAQ21T066632,2146,1/30/2024 16:53,13.237,13.23766,13.20095,13.28628
Anode Overhang (All) (mm),LLAQ21T066632,2146,1/30/2024 16:53,0.706,0.70575,0.5616,0.85009
Anode Overhang (Top) (mm),LLAQ21T066632,2146,1/30/2024 16:53,0.718,0.7056,0.64816,0.85009
Anode Overhang (Bottom) (mm),LLAQ21T066632,2146,1/30/2024 16:53,0.693,0.70575,0.5616,0.76537
Cathode Width (mm),LLAQ21T066632,2146,1/30/2024 16:53,57.913,57.91682,57.75842,58.03222
Core Area (mm²),KLAQ34T025538,2147,1/30/2024 17:02,12.984,12.9882,12.83693,13.14507
Anode Overhang (All) (mm),KLAQ34T025538,2147,1/30/2024 17:02,0.739,0.74887,0.55641,0.89384
Anode Overhang (Top) (mm),KLAQ34T025538,2147,1/30/2024 17:02,0.651,0.6624,0.55641,0.70575
Anode Overhang (Bottom) (mm),KLAQ34T025538,2147,1/30/2024 17:02,0.827,0.82093,0.7488,0.89384
Cathode Width (mm),KLAQ34T025538,2147,1/30/2024 17:02,57.888,57.90241,57.7152,57.98898
Core Area (mm²),LLAQ21T066421,2148,1/30/2024 17:12,13.123,13.11915,13.01899,13.25922
Anode Overhang (All) (mm),LLAQ21T066421,2148,1/30/2024 17:12,0.715,0.70795,0.5904,0.8357
Anode Overhang (Top) (mm),LLAQ21T066421,2148,1/30/2024 17:12,0.737,0.71087,0.63376,0.8357
Anode Overhang (Bottom) (mm),LLAQ21T066421,2148,1/30/2024 17:12,0.693,0.70575,0.5904,0.80756
Cathode Width (mm),LLAQ21T066421,2148,1/30/2024 17:12,57.894,57.90243,57.74401,57.9891
Core Area (mm²),KLAQ34T018479,2149,1/30/2024 17:21,13.477,13.4811,13.40209,13.55834
Anode Overhang (All) (mm),KLAQ34T018479,2149,1/30/2024 17:21,0.726,0.72129,0.4896,0.95051
Anode Overhang (Top) (mm),KLAQ34T018479,2149,1/30/2024 17:21,0.696,0.70655,0.5328,0.95051
Anode Overhang (Bottom) (mm),KLAQ34T018479,2149,1/30/2024 17:21,0.756,0.74894,0.4896,0.92564
Cathode Width (mm),KLAQ34T018479,2149,1/30/2024 17:21,57.87,57.87362,57.72969,57.97443
Anode Overhang (All) (mm),KLAQ34T018575,2150,1/30/2024 17:35,0.713,0.70692,0.52948,0.87852
Anode Overhang (Top) (mm),KLAQ34T018575,2150,1/30/2024 17:35,0.789,0.77933,0.52948,0.87852
Anode Overhang (Bottom) (mm),KLAQ34T018575,2150,1/30/2024 17:35,0.637,0.64816,0.5328,0.74894
Cathode Width (mm),KLAQ34T018575,2150,1/30/2024 17:35,57.899,57.88815,57.7728,58.01763
Core Area (mm²),KLAQ34T018575,2150,1/30/2024 17:35,13.48,13.46959,13.41256,13.53936
Core Area (mm²),LLAQ21T037003,2151,1/30/2024 17:45,13.433,13.43983,13.35533,13.52381
Anode Overhang (All) (mm),LLAQ21T037003,2151,1/30/2024 17:45,0.73,0.73454,0.61128,0.8357
Anode Overhang (Top) (mm),LLAQ21T037003,2151,1/30/2024 17:45,0.742,0.74894,0.6336,0.8357
Anode Overhang (Bottom) (mm),LLAQ21T037003,2151,1/30/2024 17:45,0.716,0.70795,0.61128,0.82093
Cathode Width (mm),LLAQ21T037003,2151,1/30/2024 17:45,57.893,57.90243,57.744,58.00338
Core Area (mm²),LLAQ21T066451,2152,1/30/2024 17:54,12.943,12.95741,12.83672,13.00541
Anode Overhang (All) (mm),LLAQ21T066451,2152,1/30/2024 17:54,0.713,0.70795,0.6048,0.82194
Anode Overhang (Top) (mm),LLAQ21T066451,2152,1/30/2024 17:54,0.726,0.70575,0.6048,0.82194
Anode Overhang (Bottom) (mm),LLAQ21T066451,2152,1/30/2024 17:54,0.699,0.72058,0.6048,0.82093
Cathode Width (mm),LLAQ21T066451,2152,1/30/2024 17:54,57.895,57.90246,57.71529,58.00331
Core Area (mm²),KLAQ31T085085,2153,1/30/2024 18:04,13.06,13.06171,13.01526,13.10297
Anode Overhang (All) (mm),KLAQ31T085085,2153,1/30/2024 18:04,0.709,0.70575,0.4896,0.92171
Anode Overhang (Top) (mm),KLAQ31T085085,2153,1/30/2024 18:04,0.824,0.82131,0.6336,0.92171
Anode Overhang (Bottom) (mm),KLAQ31T085085,2153,1/30/2024 18:04,0.594,0.5932,0.4896,0.7776
Cathode Width (mm),KLAQ31T085085,2153,1/30/2024 18:04,57.901,57.9168,57.75862,58.01763
Core Area (mm²),KLAQ31T085177,2154,1/30/2024 18:14,13.122,13.12081,13.07996,13.16674
Anode Overhang (All) (mm),KLAQ31T085177,2154,1/30/2024 18:14,0.702,0.7152,0.43002,0.92171
Anode Overhang (Top) (mm),KLAQ31T085177,2154,1/30/2024 18:14,0.827,0.82194,0.4332,0.92171
Anode Overhang (Bottom) (mm),KLAQ31T085177,2154,1/30/2024 18:14,0.575,0.5911,0.43002,0.69135
Cathode Width (mm),KLAQ31T085177,2154,1/30/2024 18:14,57.901,57.90241,57.70081,58.00346
Core Area (mm²),KLAQ34T018433,2155,1/30/2024 18:23,13.417,13.41972,13.35502,13.44895
Anode Overhang (All) (mm),KLAQ34T018433,2155,1/30/2024 18:23,0.728,0.7344,0.6192,0.83632
Anode Overhang (Top) (mm),KLAQ34T018433,2155,1/30/2024 18:23,0.738,0.7488,0.6336,0.83632
Anode Overhang (Bottom) (mm),KLAQ34T018433,2155,1/30/2024 18:23,0.718,0.72,0.6192,0.81102
Cathode Width (mm),KLAQ34T018433,2155,1/30/2024 18:23,57.895,57.90258,57.744,58.00323
Core Area (mm²),LLAQ21T037001,2156,1/30/2024 18:33,13.368,13.36269,13.31935,13.44771
Anode Overhang (All) (mm),LLAQ21T037001,2156,1/30/2024 18:33,0.726,0.72359,0.576,0.86448
Anode Overhang (Top) (mm),LLAQ21T037001,2156,1/30/2024 18:33,0.724,0.7218,0.60771,0.86448
Anode Overhang (Bottom) (mm),LLAQ21T037001,2156,1/30/2024 18:33,0.728,0.72359,0.576,0.82131
Cathode Width (mm),LLAQ21T037001,2156,1/30/2024 18:33,57.892,57.88835,57.74402,58.00331
Core Area (mm²),KLAQ34T018513,2157,1/30/2024 18:42,13.353,13.35823,13.28296,13.39597
Anode Overhang (All) (mm),KLAQ34T018513,2157,1/30/2024 18:42,0.728,0.72438,0.5328,0.92261
Anode Overhang (Top) (mm),KLAQ34T018513,2157,1/30/2024 18:42,0.743,0.74894,0.6048,0.92261
Anode Overhang (Bottom) (mm),KLAQ34T018513,2157,1/30/2024 18:42,0.713,0.7056,0.5328,0.84972
Cathode Width (mm),KLAQ34T018513,2157,1/30/2024 18:42,57.886,57.88802,57.744,57.98906
Anode Overhang (All) (mm),LLAQ21T066440,2158,1/30/2024 18:52,0.715,0.70619,0.5184,0.90766
Anode Overhang (Top) (mm),LLAQ21T066440,2158,1/30/2024 18:52,0.796,0.77973,0.5204,0.90766
Anode Overhang (Bottom) (mm),LLAQ21T066440,2158,1/30/2024 18:52,0.634,0.63621,0.5184,0.89292
Cathode Width (mm),LLAQ21T066440,2158,1/30/2024 18:52,57.885,57.88806,57.7584,57.97454
Core Area (mm²),LLAQ21T066440,2158,1/30/2024 18:52,13.47,13.47342,13.4192,13.51272
Core Area (mm²),KLAQ34T018477,2159,1/30/2024 19:02,13.589,13.60261,13.47,13.67653
Anode Overhang (All) (mm),KLAQ34T018477,2159,1/30/2024 19:02,0.728,0.7344,0.5904,0.85009
Anode Overhang (Top) (mm),KLAQ34T018477,2159,1/30/2024 19:02,0.742,0.74894,0.6336,0.85009
Anode Overhang (Bottom) (mm),KLAQ34T018477,2159,1/30/2024 19:02,0.714,0.70795,0.5904,0.82194
Cathode Width (mm),KLAQ34T018477,2159,1/30/2024 19:02,57.888,57.88818,57.72961,57.9891
Core Area (mm²),KLAQ34T018464,2160,1/30/2024 19:12,13.377,13.38063,13.3319,13.41723
Anode Overhang (All) (mm),KLAQ34T018464,2160,1/30/2024 19:12,0.729,0.7344,0.6048,0.83632
Anode Overhang (Top) (mm),KLAQ34T018464,2160,1/30/2024 19:12,0.754,0.74935,0.64816,0.8357
Anode Overhang (Bottom) (mm),KLAQ34T018464,2160,1/30/2024 19:12,0.702,0.7056,0.6048,0.83632
Cathode Width (mm),KLAQ34T018464,2160,1/30/2024 19:12,57.888,57.9024,57.72961,58.00331
Core Area (mm²),KLAQ34T018495,2161,1/30/2024 19:21,13.396,13.3938,13.32112,13.43859
Anode Overhang (All) (mm),KLAQ34T018495,2161,1/30/2024 19:21,0.728,0.73454,0.576,0.88264
Anode Overhang (Top) (mm),KLAQ34T018495,2161,1/30/2024 19:21,0.696,0.69494,0.576,0.8357
Anode Overhang (Bottom) (mm),KLAQ34T018495,2161,1/30/2024 19:21,0.76,0.7632,0.5904,0.88264
Cathode Width (mm),KLAQ34T018495,2161,1/30/2024 19:21,57.888,57.9024,57.74402,58.00329
Core Area (mm²),LLAQ21T037002,2162,1/30/2024 19:31,13.442,13.44657,13.37078,13.50245
Anode Overhang (All) (mm),LLAQ21T037002,2162,1/30/2024 19:31,0.724,0.72129,0.5616,0.87887
Anode Overhang (Top) (mm),LLAQ21T037002,2162,1/30/2024 19:31,0.698,0.6936,0.5904,0.87887
Anode Overhang (Bottom) (mm),LLAQ21T037002,2162,1/30/2024 19:31,0.751,0.75101,0.5616,0.87852
Cathode Width (mm),LLAQ21T037002,2162,1/30/2024 19:31,57.898,57.90243,57.7584,57.98915
Core Area (mm²),KLAQ34T025514,2163,1/30/2024 19:41,13.149,13.13916,13.09966,13.24865
Anode Overhang (All) (mm),KLAQ34T025514,2163,1/30/2024 19:41,0.718,0.72,0.6336,0.80653
Anode Overhang (Top) (mm),KLAQ34T025514,2163,1/30/2024 19:41,0.739,0.72517,0.67741,0.80653
Anode Overhang (Bottom) (mm),KLAQ34T025514,2163,1/30/2024 19:41,0.697,0.70575,0.6336,0.76537
Cathode Width (mm),KLAQ34T025514,2163,1/30/2024 19:41,57.901,57.90242,57.7296,58.01778
Core Area (mm²),KLAQ31T085134,2164,1/30/2024 19:50,13.078,13.07975,13.04512,13.11407
Anode Overhang (All) (mm),KLAQ31T085134,2164,1/30/2024 19:50,0.707,0.71287,0.4896,0.92171
Anode Overhang (Top) (mm),KLAQ31T085134,2164,1/30/2024 19:50,0.824,0.8208,0.69195,0.92171
Anode Overhang (Bottom) (mm),KLAQ31T085134,2164,1/30/2024 19:50,0.589,0.60497,0.4896,0.73454
Cathode Width (mm),KLAQ31T085134,2164,1/30/2024 19:50,57.895,57.88804,57.7584,58.00322
Core Area (mm²),KLAQ34T018432,2165,1/30/2024 20:00,13.416,13.42262,13.33138,13.51127
Anode Overhang (All) (mm),KLAQ34T018432,2165,1/30/2024 20:00,0.73,0.73454,0.5616,0.89292
Anode Overhang (Top) (mm),KLAQ34T018432,2165,1/30/2024 20:00,0.762,0.76537,0.6336,0.89292
Anode Overhang (Bottom) (mm),KLAQ34T018432,2165,1/30/2024 20:00,0.697,0.6918,0.5616,0.82131
Cathode Width (mm),KLAQ34T018432,2165,1/30/2024 20:00,57.887,57.89543,57.744,58.00338
Core Area (mm²),KLAQ34T018562,2166,1/30/2024 20:10,13.609,13.60302,13.54164,13.687
Anode Overhang (All) (mm),KLAQ34T018562,2166,1/30/2024 20:10,0.716,0.72,0.5616,0.87946
Anode Overhang (Top) (mm),KLAQ34T018562,2166,1/30/2024 20:10,0.78,0.75101,0.6918,0.87946
Anode Overhang (Bottom) (mm),KLAQ34T018562,2166,1/30/2024 20:10,0.652,0.67695,0.5616,0.73496
Cathode Width (mm),KLAQ34T018562,2166,1/30/2024 20:10,57.917,57.91702,57.7872,58.01782
Anode Overhang (All) (mm),KLAQ34T018436,2167,1/30/2024 20:19,0.73,0.7344,0.5904,0.86448
Anode Overhang (Top) (mm),KLAQ34T018436,2167,1/30/2024 20:19,0.726,0.73454,0.6048,0.86448
Anode Overhang (Bottom) (mm),KLAQ34T018436,2167,1/30/2024 20:19,0.733,0.7223,0.5904,0.85009
Cathode Width (mm),KLAQ34T018436,2167,1/30/2024 20:19,57.895,57.90241,57.7728,58.00323
Core Area (mm²),KLAQ34T018436,2167,1/30/2024 20:19,13.503,13.50494,13.44605,13.5489
Core Area (mm²),LLAQ21T066537,2168,1/30/2024 20:29,13.206,13.20894,13.14818,13.27457
Anode Overhang (All) (mm),LLAQ21T066537,2168,1/30/2024 20:29,0.712,0.70795,0.60634,0.80691
Anode Overhang (Top) (mm),LLAQ21T066537,2168,1/30/2024 20:29,0.726,0.72058,0.61937,0.80691
Anode Overhang (Bottom) (mm),LLAQ21T066537,2168,1/30/2024 20:29,0.697,0.7056,0.60634,0.80691
Cathode Width (mm),LLAQ21T066537,2168,1/30/2024 20:29,57.895,57.90244,57.74402,58.0032
Core Area (mm²),LLAQ21T066504,2169,1/30/2024 20:39,13.208,13.20665,13.14486,13.27052
Anode Overhang (All) (mm),LLAQ21T066504,2169,1/30/2024 20:39,0.709,0.70655,0.504,0.92205
Anode Overhang (Top) (mm),LLAQ21T066504,2169,1/30/2024 20:39,0.789,0.77773,0.63376,0.92205
Anode Overhang (Bottom) (mm),LLAQ21T066504,2169,1/30/2024 20:39,0.629,0.63621,0.504,0.79213
Cathode Width (mm),LLAQ21T066504,2169,1/30/2024 20:39,57.885,57.87395,57.672,57.9892
Core Area (mm²),KLAQ34T018515,2170,1/30/2024 20:48,13.357,13.35844,13.29458,13.40572
Anode Overhang (All) (mm),KLAQ34T018515,2170,1/30/2024 20:48,0.725,0.7344,0.6192,0.82194
Anode Overhang (Top) (mm),KLAQ34T018515,2170,1/30/2024 20:48,0.73,0.73666,0.6192,0.82194
Anode Overhang (Bottom) (mm),KLAQ34T018515,2170,1/30/2024 20:48,0.72,0.72014,0.6192,0.82093
Cathode Width (mm),KLAQ34T018515,2170,1/30/2024 20:48,57.894,57.90243,57.744,58.00323
Core Area (mm²),KLAQ33T009555,2171,1/30/2024 20:58,13.222,13.22749,13.13439,13.27985
Anode Overhang (All) (mm),KLAQ33T009555,2171,1/30/2024 20:58,0.723,0.72058,0.6048,0.8357
Anode Overhang (Top) (mm),KLAQ33T009555,2171,1/30/2024 20:58,0.743,0.74894,0.64816,0.8357
Anode Overhang (Bottom) (mm),KLAQ33T009555,2171,1/30/2024 20:58,0.7,0.69427,0.6048,0.80653
Cathode Width (mm),KLAQ33T009555,2171,1/30/2024 20:58,57.92,57.9313,57.72962,58.03203
Core Area (mm²),LLAQ21T066567,2172,1/30/2024 21:07,13.25,13.24813,13.19038,13.32806
Anode Overhang (All) (mm),LLAQ21T066567,2172,1/30/2024 21:07,0.714,0.72,0.53976,0.87887
Anode Overhang (Top) (mm),LLAQ21T066567,2172,1/30/2024 21:07,0.783,0.7788,0.648,0.87887
Anode Overhang (Bottom) (mm),LLAQ21T066567,2172,1/30/2024 21:07,0.645,0.648,0.53976,0.8496
Cathode Width (mm),LLAQ21T066567,2172,1/30/2024 21:07,57.883,57.87366,57.7152,57.98902
Core Area (mm²),KLAQ31T085052,2173,1/30/2024 21:17,13.147,13.13937,13.0869,13.25518
Anode Overhang (All) (mm),KLAQ31T085052,2173,1/30/2024 21:17,0.706,0.6936,0.57492,0.83632
Anode Overhang (Top) (mm),KLAQ31T085052,2173,1/30/2024 21:17,0.769,0.76442,0.6624,0.83632
Anode Overhang (Bottom) (mm),KLAQ31T085052,2173,1/30/2024 21:17,0.644,0.64864,0.57492,0.72014
Cathode Width (mm),KLAQ31T085052,2173,1/30/2024 21:17,57.897,57.90243,57.77283,58.00322
Anode Overhang (All) (mm),LLAQ23T040258,2174,1/30/2024 21:27,0.718,0.71228,0.5184,0.89292
Anode Overhang (Top) (mm),LLAQ23T040258,2174,1/30/2024 21:27,0.843,0.8496,0.74394,0.89292
Anode Overhang (Bottom) (mm),LLAQ23T040258,2174,1/30/2024 21:27,0.593,0.59058,0.5184,0.68062
Cathode Width (mm),LLAQ23T040258,2174,1/30/2024 21:27,57.921,57.93121,57.74401,58.06081
Core Area (mm²),LLAQ23T040258,2174,1/30/2024 21:27,13.663,13.65756,13.59587,13.78612
Core Area (mm²),KLAQ34T029585,2175,1/30/2024 21:36,13.138,13.13014,12.98354,13.3178
Anode Overhang (All) (mm),KLAQ34T029585,2175,1/30/2024 21:36,0.717,0.71486,0.52417,0.91005
Anode Overhang (Top) (mm),KLAQ34T029585,2175,1/30/2024 21:36,0.604,0.60497,0.52417,0.65199
Anode Overhang (Bottom) (mm),KLAQ34T029585,2175,1/30/2024 21:36,0.829,0.8352,0.77773,0.91005
Cathode Width (mm),KLAQ34T029585,2175,1/30/2024 21:36,57.939,57.93134,57.75843,58.04666
Core Area (mm²),KLAQ34T018446,2176,1/30/2024 21:46,13.601,13.60676,13.50069,13.69706
Anode Overhang (All) (mm),KLAQ34T018446,2176,1/30/2024 21:46,0.724,0.72129,0.5616,0.89384
Anode Overhang (Top) (mm),KLAQ34T018446,2176,1/30/2024 21:46,0.691,0.69255,0.5616,0.89326
Anode Overhang (Bottom) (mm),KLAQ34T018446,2176,1/30/2024 21:46,0.757,0.7632,0.5616,0.89384
Cathode Width (mm),KLAQ34T018446,2176,1/30/2024 21:46,57.875,57.888,57.7296,57.9888
Core Area (mm²),KLAQ34T018516,2177,1/30/2024 21:56,13.344,13.34268,13.2446,13.42988
Anode Overhang (All) (mm),KLAQ34T018516,2177,1/30/2024 21:56,0.728,0.72466,0.576,0.87946
Anode Overhang (Top) (mm),KLAQ34T018516,2177,1/30/2024 21:56,0.708,0.7161,0.576,0.87887
Anode Overhang (Bottom) (mm),KLAQ34T018516,2177,1/30/2024 21:56,0.747,0.73666,0.576,0.87946
Cathode Width (mm),KLAQ34T018516,2177,1/30/2024 21:56,57.892,57.88835,57.7584,57.98889
Core Area (mm²),KLAQ31T085142,2178,1/30/2024 22:05,13.192,13.2078,13.11562,13.24346
Anode Overhang (All) (mm),KLAQ31T085142,2178,1/30/2024 22:05,0.71,0.72014,0.57058,0.83532
Anode Overhang (Top) (mm),KLAQ31T085142,2178,1/30/2024 22:05,0.777,0.7776,0.70575,0.83532
Anode Overhang (Bottom) (mm),KLAQ31T085142,2178,1/30/2024 22:05,0.643,0.64864,0.57058,0.74894
Cathode Width (mm),KLAQ31T085142,2178,1/30/2024 22:05,57.894,57.88826,57.75843,58.00323
Core Area (mm²),LLAQ21T036936,2179,1/30/2024 22:15,13.371,13.3742,13.29146,13.42946
Anode Overhang (All) (mm),LLAQ21T036936,2179,1/30/2024 22:15,0.725,0.72094,0.576,0.86448
Anode Overhang (Top) (mm),LLAQ21T036936,2179,1/30/2024 22:15,0.752,0.75198,0.6336,0.86448
Anode Overhang (Bottom) (mm),LLAQ21T036936,2179,1/30/2024 22:15,0.696,0.69255,0.576,0.80653
Cathode Width (mm),LLAQ21T036936,2179,1/30/2024 22:15,57.892,57.90241,57.7584,58.0035
Core Area (mm²),LLAQ21T036852,2180,1/30/2024 22:25,13.381,13.37648,13.2869,13.4784
Anode Overhang (All) (mm),LLAQ21T036852,2180,1/30/2024 22:25,0.719,0.72273,0.5328,0.9072
Anode Overhang (Top) (mm),LLAQ21T036852,2180,1/30/2024 22:25,0.699,0.69494,0.5616,0.9072
Anode Overhang (Bottom) (mm),LLAQ21T036852,2180,1/30/2024 22:25,0.74,0.74894,0.5328,0.86508
Cathode Width (mm),LLAQ21T036852,2180,1/30/2024 22:25,57.901,57.90286,57.7584,57.9892
Core Area (mm²),KLAQ34T018420,2181,1/30/2024 22:34,13.414,13.41059,13.34248,13.51178
Anode Overhang (All) (mm),KLAQ34T018420,2181,1/30/2024 22:34,0.731,0.7223,0.56326,0.87946
Anode Overhang (Top) (mm),KLAQ34T018420,2181,1/30/2024 22:34,0.738,0.74338,0.56583,0.87946
Anode Overhang (Bottom) (mm),KLAQ34T018420,2181,1/30/2024 22:34,0.723,0.70926,0.56326,0.87887
Cathode Width (mm),KLAQ34T018420,2181,1/30/2024 22:34,57.872,57.88801,57.72961,57.97449
Core Area (mm²),KLAQ34T029411,2182,1/30/2024 22:44,12.934,12.9093,12.81371,13.06233
Anode Overhang (All) (mm),KLAQ34T029411,2182,1/30/2024 22:44,0.72,0.72014,0.576,0.85265
Anode Overhang (Top) (mm),KLAQ34T029411,2182,1/30/2024 22:44,0.653,0.64816,0.576,0.73496
Anode Overhang (Bottom) (mm),KLAQ34T029411,2182,1/30/2024 22:44,0.786,0.792,0.7056,0.85265
Cathode Width (mm),KLAQ34T029411,2182,1/30/2024 22:44,57.939,57.9456,57.8016,58.06081
Core Area (mm²),KLAQ34T028234,2969,2/19/2024 13:43,13.202,13.19183,13.11106,13.35305
Anode Overhang (All) (mm),KLAQ34T028234,2969,2/19/2024 13:43,0.717,0.72716,0.54739,0.87887
Anode Overhang (Top) (mm),KLAQ34T028234,2969,2/19/2024 13:43,0.8,0.79252,0.6624,0.87887
Anode Overhang (Bottom) (mm),KLAQ34T028234,2969,2/19/2024 13:43,0.634,0.63507,0.54739,0.7776
Cathode Width (mm),KLAQ34T028234,2969,2/19/2024 13:43,57.892,57.9024,57.7584,58.00342
Anode Overhang (All) (mm),LLAQ21T062743,2970,2/19/2024 13:53,0.717,0.72014,0.5616,0.87852
Anode Overhang (Top) (mm),LLAQ21T062743,2970,2/19/2024 13:53,0.788,0.77813,0.6912,0.87852
Anode Overhang (Bottom) (mm),LLAQ21T062743,2970,2/19/2024 13:53,0.646,0.65055,0.5616,0.77773
Cathode Width (mm),LLAQ21T062743,2970,2/19/2024 13:53,57.91,57.91681,57.72962,58.01782
Core Area (mm²),LLAQ21T062743,2970,2/19/2024 13:53,13.374,13.37586,13.30868,13.42874
Core Area (mm²),KLAQ34T016809,2971,2/19/2024 14:02,13.354,13.35585,13.30494,13.41132
Anode Overhang (All) (mm),KLAQ34T016809,2971,2/19/2024 14:02,0.716,0.72,0.5616,0.86592
Anode Overhang (Top) (mm),KLAQ34T016809,2971,2/19/2024 14:02,0.69,0.6918,0.5616,0.86448
Anode Overhang (Bottom) (mm),KLAQ34T016809,2971,2/19/2024 14:02,0.742,0.74504,0.5616,0.86592
Cathode Width (mm),KLAQ34T016809,2971,2/19/2024 14:02,57.909,57.9168,57.75841,58.0035
Core Area (mm²),KLAQ34T022359,2972,2/19/2024 14:12,13.257,13.25507,13.19463,13.34932
Anode Overhang (All) (mm),KLAQ34T022359,2972,2/19/2024 14:12,0.723,0.71552,0.58531,0.85009
Anode Overhang (Top) (mm),KLAQ34T022359,2972,2/19/2024 14:12,0.788,0.792,0.68229,0.85009
Anode Overhang (Bottom) (mm),KLAQ34T022359,2972,2/19/2024 14:12,0.658,0.66256,0.58531,0.73792
Cathode Width (mm),KLAQ34T022359,2972,2/19/2024 14:12,57.895,57.9024,57.744,58.0176
